"","Date","Lead.Contract","CL0","CL1","CL2","CL3","CL4"
"22","19940202","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"23","19940203","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"24","19940204","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"25","19940207","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"26","19940208","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"27","19940209","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"28","19940210","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"29","19940211","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"30","19940214","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"31","19940217","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"32","19940218","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"33","19940222","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"34","19940223","PAH94.b01","PAH94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01"
"35","19940224","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"36","19940225","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"37","19940228","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"38","19940301","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"39","19940302","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"40","19940303","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"41","19940304","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"42","19940307","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"43","19940308","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"44","19940309","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"45","19940310","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"46","19940311","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"47","19940314","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"48","19940315","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"49","19940316","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"50","19940317","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"51","19940318","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"52","19940321","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"53","19940322","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"54","19940323","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"55","19940324","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"56","19940325","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"57","19940328","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"58","19940329","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"59","19940330","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"60","19940331","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"61","19940404","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"62","19940405","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"63","19940406","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"64","19940407","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"65","19940408","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"66","19940411","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"67","19940412","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"68","19940413","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"69","19940414","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"70","19940415","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"71","19940418","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"72","19940419","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"73","19940420","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"74","19940421","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"75","19940422","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"76","19940425","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"77","19940426","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"78","19940428","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"79","19940429","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"80","19940502","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"81","19940503","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"82","19940504","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"83","19940505","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"84","19940506","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"85","19940509","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"86","19940510","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"87","19940511","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"88","19940512","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"89","19940513","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"90","19940516","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"91","19940517","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"92","19940518","PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01"
"93","19940519","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"94","19940520","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"95","19940523","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"96","19940524","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"97","19940525","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"98","19940526","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"99","19940527","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"100","19940531","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"101","19940601","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"102","19940602","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"103","19940603","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"104","19940606","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"105","19940607","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"106","19940608","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"107","19940609","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"108","19940610","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"109","19940613","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"110","19940614","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"111","19940615","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"112","19940616","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"113","19940617","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"114","19940620","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"115","19940621","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"116","19940622","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"117","19940623","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"118","19940624","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"119","19940627","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"120","19940628","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"121","19940629","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"122","19940630","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"123","19940701","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"124","19940705","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"125","19940706","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"126","19940708","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"127","19940711","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"128","19940712","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"129","19940713","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"130","19940714","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"131","19940715","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"132","19940718","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"133","19940719","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"134","19940720","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"135","19940721","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"136","19940722","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"137","19940725","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"138","19940726","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"139","19940727","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"140","19940728","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"141","19940729","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"142","19940801","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"143","19940802","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"144","19940803","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"145","19940804","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"146","19940805","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"147","19940808","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"148","19940809","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"149","19940810","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"150","19940811","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"151","19940812","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"152","19940815","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"153","19940816","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"154","19940817","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"155","19940818","PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01"
"156","19940819","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"157","19940822","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"158","19940823","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"159","19940824","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"160","19940825","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"161","19940826","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"162","19940829","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"163","19940830","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"164","19940831","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"165","19940901","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"166","19940902","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"167","19940906","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"168","19940907","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"169","19940908","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"170","19940909","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"171","19940912","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"172","19940913","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"173","19940914","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"174","19940915","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"175","19940916","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"176","19940919","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"177","19940920","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"178","19940921","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"179","19940922","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"180","19940923","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"181","19940926","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"182","19940927","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"183","19940928","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"184","19940929","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"185","19940930","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"186","19941003","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"187","19941004","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"188","19941005","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"189","19941006","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"190","19941007","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"191","19941010","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"192","19941011","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"193","19941012","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"194","19941013","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"195","19941014","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"196","19941017","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"197","19941018","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"198","19941019","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"199","19941020","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"200","19941021","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"201","19941024","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"202","19941025","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"203","19941026","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"204","19941027","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"205","19941028","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"206","19941031","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"207","19941101","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"208","19941102","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"209","19941103","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"210","19941104","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"211","19941107","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"212","19941108","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"213","19941109","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"214","19941110","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"215","19941111","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"216","19941114","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"217","19941115","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"218","19941116","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"219","19941117","PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01"
"220","19941118","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"221","19941121","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"222","19941122","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"223","19941123","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"224","19941128","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"225","19941129","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"226","19941130","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"227","19941201","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"228","19941202","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"229","19941205","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"230","19941206","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"231","19941207","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"232","19941208","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"233","19941209","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"234","19941212","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"235","19941213","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"236","19941214","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"237","19941215","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"238","19941216","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"239","19941219","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"240","19941220","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"241","19941221","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
"242","19941222","PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01","PAH96.b01"
