"","Date","Lead.Contract","CL0","CL1","CL2","CL3","CL0.value","CL1.value","CL2.value","CL3.value"
"77",19940426,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",135.75,NA,NA,NA
"78",19940428,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136.8,NA,NA,NA
"79",19940429,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",137.5,NA,NA,NA
"80",19940502,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",139.75,NA,NA,NA
"81",19940503,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",141.5,NA,NA,NA
"82",19940504,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",140.5,NA,NA,NA
"83",19940505,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",138,NA,NA,NA
"84",19940506,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",138.5,NA,NA,NA
"85",19940509,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",139,NA,NA,NA
"86",19940510,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136.5,NA,NA,NA
"87",19940511,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136.25,NA,NA,NA
"88",19940512,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136,NA,NA,NA
"89",19940513,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136,NA,NA,NA
"90",19940516,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",135.75,NA,NA,NA
"91",19940517,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",135.75,NA,NA,NA
"92",19940518,"PAM94.b01","PAM94.b01","PAU94.b01","PAZ94.b01","PAH95.b01",136.9,NA,NA,NA
"93",19940519,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",136.75,NA,NA,NA
"94",19940520,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",136.75,NA,NA,NA
"95",19940523,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.75,NA,NA,NA
"96",19940524,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138,NA,NA,NA
"97",19940525,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",136,NA,NA,NA
"98",19940526,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",134.5,NA,NA,NA
"99",19940527,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",135.4,NA,NA,NA
"100",19940531,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",136,NA,NA,NA
"101",19940601,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",135.5,NA,NA,NA
"102",19940602,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",134.5,NA,NA,NA
"103",19940603,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",134.8,NA,NA,NA
"104",19940606,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",134.25,NA,NA,NA
"105",19940607,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",135,NA,NA,NA
"106",19940608,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",136.5,NA,NA,NA
"107",19940609,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",137,NA,NA,NA
"108",19940610,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",137,NA,NA,NA
"109",19940613,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.5,NA,NA,NA
"110",19940614,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.5,NA,NA,NA
"111",19940615,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.25,NA,NA,NA
"112",19940616,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.5,NA,NA,NA
"113",19940617,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",140,NA,NA,NA
"114",19940620,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.5,NA,NA,NA
"115",19940621,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.5,NA,NA,NA
"116",19940622,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.6,NA,NA,NA
"117",19940623,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139,NA,NA,NA
"118",19940624,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.5,NA,NA,NA
"119",19940627,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",138.75,NA,NA,NA
"120",19940628,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.5,NA,NA,NA
"121",19940629,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",139.5,NA,NA,NA
"122",19940630,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",141.75,NA,NA,NA
"123",19940701,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",146.5,NA,NA,NA
"124",19940705,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",145,NA,NA,NA
"125",19940706,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",144,NA,NA,NA
"126",19940708,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",144.75,NA,NA,NA
"127",19940711,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147,NA,NA,NA
"128",19940712,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147.5,NA,NA,NA
"129",19940713,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",146.85,NA,NA,NA
"130",19940714,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",148.5,NA,NA,NA
"131",19940715,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",148.8,NA,NA,NA
"132",19940718,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",148.75,NA,NA,NA
"133",19940719,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147,NA,NA,NA
"134",19940720,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147,NA,NA,NA
"135",19940721,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147.25,NA,NA,NA
"136",19940722,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",147.75,NA,NA,NA
"137",19940725,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",149.25,NA,NA,NA
"138",19940726,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",152.8,NA,NA,NA
"139",19940727,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",154,NA,NA,NA
"140",19940728,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153.5,NA,NA,NA
"141",19940729,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153.75,NA,NA,NA
"142",19940801,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",156,NA,NA,NA
"143",19940802,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",157,NA,NA,NA
"144",19940803,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",156.5,NA,NA,NA
"145",19940804,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153,NA,NA,NA
"146",19940805,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",152,NA,NA,NA
"147",19940808,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",152.5,NA,NA,NA
"148",19940809,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153.5,NA,NA,NA
"149",19940810,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",154.5,NA,NA,NA
"150",19940811,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",154.25,NA,NA,NA
"151",19940812,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",154.1,NA,NA,NA
"152",19940815,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153.6,NA,NA,NA
"153",19940816,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",153.8,NA,NA,NA
"154",19940817,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",154.5,NA,NA,NA
"155",19940818,"PAU94.b01","PAU94.b01","PAZ94.b01","PAH95.b01","PAM95.b01",155,NA,NA,NA
"156",19940819,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156,NA,NA,NA
"157",19940822,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.4,NA,NA,NA
"158",19940823,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155,NA,NA,NA
"159",19940824,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.6,NA,NA,NA
"160",19940825,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.2,NA,NA,NA
"161",19940826,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.25,NA,NA,NA
"162",19940829,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.75,NA,NA,NA
"163",19940830,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.6,NA,NA,NA
"164",19940831,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.5,NA,NA,NA
"165",19940901,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154,NA,NA,NA
"166",19940902,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.3,NA,NA,NA
"167",19940906,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.5,NA,NA,NA
"168",19940907,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155.5,NA,NA,NA
"169",19940908,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154,NA,NA,NA
"170",19940909,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154,NA,NA,NA
"171",19940912,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",150.5,NA,NA,NA
"172",19940913,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",149.8,NA,NA,NA
"173",19940914,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",149.75,NA,NA,NA
"174",19940915,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",149.5,NA,NA,NA
"175",19940916,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",151.35,NA,NA,NA
"176",19940919,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.6,NA,NA,NA
"177",19940920,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",158,NA,NA,NA
"178",19940921,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157,NA,NA,NA
"179",19940922,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156.75,NA,NA,NA
"180",19940923,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.6,NA,NA,NA
"181",19940926,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157,NA,NA,NA
"182",19940927,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155.25,NA,NA,NA
"183",19940928,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",154.5,NA,NA,NA
"184",19940929,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.75,NA,NA,NA
"185",19940930,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.75,NA,NA,NA
"186",19941003,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.25,NA,NA,NA
"187",19941004,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.5,NA,NA,NA
"188",19941005,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155.5,NA,NA,NA
"189",19941006,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155.75,NA,NA,NA
"190",19941007,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155,NA,NA,NA
"191",19941010,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153.25,NA,NA,NA
"192",19941011,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.1,NA,NA,NA
"193",19941012,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.5,NA,NA,NA
"194",19941013,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",152.5,NA,NA,NA
"195",19941014,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",153,NA,NA,NA
"196",19941017,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155,NA,NA,NA
"197",19941018,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",155.75,NA,NA,NA
"198",19941019,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156.5,NA,NA,NA
"199",19941020,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157,NA,NA,NA
"200",19941021,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.5,NA,NA,NA
"201",19941024,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156.5,NA,NA,NA
"202",19941025,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157,NA,NA,NA
"203",19941026,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",158,NA,NA,NA
"204",19941027,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",160.5,NA,NA,NA
"205",19941028,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",161.2,NA,NA,NA
"206",19941031,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",160,NA,NA,NA
"207",19941101,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",161.5,NA,NA,NA
"208",19941102,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",162.75,NA,NA,NA
"209",19941103,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",162.5,NA,NA,NA
"210",19941104,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",161.25,NA,NA,NA
"211",19941107,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",158.5,NA,NA,NA
"212",19941108,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",159.35,NA,NA,NA
"213",19941109,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.7,NA,NA,NA
"214",19941110,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156.25,NA,NA,NA
"215",19941111,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",156,NA,NA,NA
"216",19941114,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.5,NA,NA,NA
"217",19941115,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",159,NA,NA,NA
"218",19941116,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.5,NA,NA,NA
"219",19941117,"PAZ94.b01","PAZ94.b01","PAH95.b01","PAM95.b01","PAU95.b01",157.1,NA,NA,NA
"220",19941118,"PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01",155.75,NA,NA,NA
"221",19941121,"PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01",155.25,NA,NA,NA
"222",19941122,"PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01",156.2,NA,NA,NA
"223",19941123,"PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01",156.5,NA,NA,NA
"224",19941128,"PAH95.b01","PAH95.b01","PAM95.b01","PAU95.b01","PAZ95.b01",155.75,NA,NA,NA
