"","MA.50","MA.100","MA.200"
"3171",1030.64299934,1057.0381,1092.00509917
"3172",1031.65039802,1058.44909914,1092.65869933
"3173",1032.43239752,1059.78449953,1093.278899525
"3174",1032.92399664,1061.11829958,1093.844049675
"3175",1033.56919682,1062.29609987,1094.36419982
"3176",1034.17799808,1063.30119996,1094.896400135
"3177",1034.7571973,1064.42839966,1095.509750355
"3178",1034.9969971,1065.42329956,1096.0548004
"3179",1035.21659792,1066.54419983,1096.611100755
"3180",1035.84699708,1067.79530029,1097.22325072
"3181",1036.1915979,1068.89630066,1097.82215056
"3182",1036.52459838,1069.99590027,1098.433200365
"3183",1037.26999754,1071.27540039,1099.00385008
"3184",1037.76139892,1072.38030152,1099.484150375
"3185",1038.41099852,1073.5760022,1099.935350325
"3186",1038.78339842,1074.75780274,1100.329100325
"3187",1039.45979734,1075.9159021,1100.693150005
"3188",1040.3357971,1077.14580262,1101.143100265
"3189",1041.04979612,1078.42540223,1101.5697
"3190",1042.25659544,1079.84980164,1102.09850005
"3191",1043.42119504,1081.28770203,1102.639499805
"3192",1044.8701965,1082.76030212,1103.18869963
"3193",1045.94219724,1084.10440185,1103.66274962
"3194",1047.2037988,1085.5356018,1104.187399885
"3195",1048.2635986,1086.79010253,1104.63965025
"3196",1049.3415991,1088.03680297,1105.007850325
"3197",1050.10540036,1089.18770262,1105.342800275
"3198",1050.92100094,1090.40390257,1105.60205015
"3199",1051.66560054,1091.50240233,1105.82614988
"3200",1052.77360104,1092.67490233,1106.131399515
"3201",1053.77220212,1093.83630248,1106.414849835
"3202",1054.86979976,1095.02430174,1106.72669981
"3203",1055.88320064,1096.04280149,1107.008549785
"3204",1056.77440182,1096.95380125,1107.29424986
"3205",1057.75700192,1097.7251013,1107.558899515
"3206",1058.9452026,1098.29220213,1107.80169981
"3207",1060.35160398,1099.10470213,1108.008599835
"3208",1061.69640378,1099.70280149,1108.10504942
"3209",1062.9454028,1100.34950071,1108.20099913
"3210",1064.78260252,1101.28340086,1108.4443994
"3211",1066.580603,1102.16890012,1108.654499495
"3212",1068.52900144,1102.97760007,1108.826099225
"3213",1070.54480222,1103.62030026,1108.994449445
"3214",1072.04620114,1104.09189938,1109.15719908
"3215",1073.62860104,1104.52409909,1109.32519896
"3216",1075.11420164,1105.14659909,1109.566349475
"3217",1076.71040282,1105.72010007,1109.76894957
"3218",1078.1710034,1106.35459958,1109.96559935
"3219",1079.90260252,1107.09209958,1110.17774962
"3220",1081.64180174,1107.8360986,1110.39964903
"3221",1083.43320066,1108.57729855,1110.63419859
"3222",1085.24780026,1109.46329953,1110.893598615
"3223",1087.13660154,1110.49789914,1111.19689879
"3224",1089.31260252,1111.51380002,1111.45979918
"3225",1091.02300292,1112.33380002,1111.688348985
"3226",1092.42440184,1113.14289914,1111.925848985
"3227",1094.09960202,1114.09139889,1112.2656494
"3228",1095.84960202,1114.94949825,1112.6156494
"3229",1097.87180174,1115.88969845,1113.051399525
"3230",1099.7436035,1116.7536987,1113.42054992
"3231",1101.60100342,1117.76329831,1113.844199825
"3232",1103.46720216,1118.76869748,1114.2873999
"3233",1105.28080324,1119.42939816,1114.65609985
"3234",1106.99920412,1120.13139767,1115.028299555
"3235",1108.74100588,1120.9461987,1115.337899775
"3236",1110.73220706,1121.77019895,1115.66440002
"3237",1112.37200686,1122.42429929,1115.95655029
"3238",1113.95580814,1123.13919919,1116.23445007
"3239",1115.80100834,1123.71599973,1116.557300415
"3240",1117.44300784,1124.15770017,1116.776500855
"3241",1119.15420902,1124.61570066,1117.01080078
"3242",1120.65040774,1125.09760007,1117.21485046
"3243",1122.26660646,1125.69130002,1117.43155029
"3244",1123.8674048,1126.31609982,1117.68660034
"3245",1125.31660646,1126.74390011,1117.90455078
"3246",1126.73200684,1126.98949947,1118.106750485
"3247",1128.27000488,1127.18029903,1118.42405029
"3248",1129.8868042,1127.38349849,1118.724250485
"3249",1131.33920412,1127.59149898,1119.014250485
"3250",1132.57620362,1127.66409785,1119.27860046
"3251",1133.90040284,1127.73449702,1119.48855041
"3252",1135.17880372,1127.64609737,1119.63455078
"3253",1136.20240234,1127.60079707,1119.776400755
"3254",1137.13320068,1127.54719722,1119.91540039
"3255",1137.69320068,1127.48019648,1120.004200435
"3256",1137.63920166,1127.32099727,1119.97325073
"3257",1137.85780028,1127.17869746,1119.96605041
"3258",1137.7091992,1127.18999751,1119.97655029
"3259",1137.75359862,1127.25459712,1119.95030029
"3260",1137.7841992,1127.2451977,1119.857500605
"3261",1137.75719724,1127.2152978,1119.771600335
"3262",1137.4261987,1127.16399775,1119.618650505
"3263",1136.6957983,1127.09469721,1119.43305053
"3264",1136.13759762,1127.04249751,1119.379200435
"3265",1135.41959714,1126.99519771,1119.370050655
"3266",1135.17899654,1127.18719844,1119.401150505
"3267",1134.72979732,1127.30379878,1119.39955016
"3268",1134.53819576,1127.29659785,1119.391849965
"3269",1134.28159664,1127.262998,1119.34550048
"3270",1134.03039546,1127.12819819,1119.367650135
"3271",1133.72139644,1126.97209834,1119.43790038
"3272",1133.6787988,1126.86829952,1119.549050895
"3273",1133.85919674,1126.77329952,1119.665750725
"3274",1133.71499752,1126.56979977,1119.70930053
"3275",1133.64459712,1126.43229977,1119.803600455
"3276",1133.86139644,1126.49160031,1120.028600455
"3277",1134.08319576,1126.59110105,1120.27890075
"3278",1134.04939448,1126.68630124,1120.54230102
"3279",1133.90759516,1126.67800168,1120.74315124
"3280",1133.7637939,1126.65120115,1120.9727008
"3281",1133.9255932,1126.74800046,1121.257850945
"3282",1134.0701928,1126.87050046,1121.466600945
"3283",1133.57799308,1126.73229977,1121.639000845
"3284",1133.26359122,1126.58799923,1121.824650255
"3285",1133.15139152,1126.29469845,1122.00575011
"3286",1132.80819084,1125.90039791,1122.13020018
"3287",1132.47659172,1125.47039791,1122.262499985
"3288",1132.32259024,1125.14039791,1122.40254942
"3289",1131.63099112,1124.71399777,1122.574449445
"3290",1130.8723925,1124.34719846,1122.766999495
"3291",1130.0771923,1123.99129758,1122.98754942
"3292",1129.5447924,1123.61709714,1123.218249495
"3293",1129.11599358,1123.22109739,1123.398649275
"3294",1128.76479484,1122.83919797,1123.61724974
"3295",1128.17119376,1122.48919797,1123.84509947
"3296",1127.2469921,1121.97889768,1124.0605493
"3297",1126.09059318,1121.49789793,1124.329249865
"3298",1124.88019278,1120.80019773,1124.566300035
"3299",1123.84379384,1120.14989743,1124.84940001
"3300",1122.75199208,1119.5878967,1125.11029967
"3301",1121.5685912,1118.99339719,1125.30694945
"3302",1120.11339102,1118.42909788,1125.495899645
"3303",1118.9991918,1117.97429808,1125.787149645
"3304",1117.96119376,1117.63469847,1126.132099595
"3305",1117.26719228,1117.39269773,1126.563299545
"3306",1117.00279288,1117.31119749,1127.05399962
"3307",1116.49959464,1116.91249754,1127.518850085
"3308",1116.67079582,1116.50729735,1128.06364989
"3309",1116.75559562,1116.05249755,1128.57790038
"3310",1116.7061962,1115.60539794,1129.0187506
"3311",1116.67339836,1115.14009887,1129.41755065
"3312",1116.9017968,1114.67459838,1129.80890075
"3313",1117.49359612,1114.36859863,1130.25060058
"3314",1117.9473974,1114.22249878,1130.7203009
"3315",1118.57079828,1114.12629883,1131.194600825
"3316",1119.19540034,1113.98609986,1131.59990112
"3317",1119.87780024,1113.81779907,1131.974550775
"3318",1120.05499994,1113.57659912,1132.300700675
"3319",1120.24439936,1113.26339966,1132.55295043
"3320",1120.22600092,1112.96319946,1132.844500725
"3321",1120.22280024,1112.69109863,1133.163550405
"3322",1120.05780024,1112.3238977,1133.377650135
"3323",1119.6874023,1111.89589844,1133.501850575
"3324",1119.42460202,1111.40579834,1133.60040038
"3325",1119.22000242,1111.04289795,1133.716500235
"3326",1119.12180418,1110.70879883,1133.861950675
"3327",1119.09900634,1110.43989991,1134.00630065
"3328",1119.323208,1110.28180055,1134.23185119
"3329",1119.4484082,1110.2131006,1134.447800895
"3330",1119.5386084,1110.08740114,1134.709951165
"3331",1119.57040772,1109.92510134,1134.98395141
"3332",1119.67080812,1109.80610232,1135.270801385
"3333",1119.88660646,1109.88280154,1135.62950134
"3334",1119.91240724,1109.92520144,1136.024201655
"3335",1119.43800538,1109.72960085,1136.33315124
"3336",1118.99260498,1109.55860109,1136.641651605
"3337",1118.4642041,1109.48880129,1136.92395141
"3338",1117.95820558,1109.32970095,1137.218451535
"3339",1117.79700442,1109.3986011,1137.63290161
"3340",1117.82200442,1109.39530154,1138.09415161
"3341",1117.90540286,1109.4059009,1138.60825134
"3342",1117.68940188,1109.33210085,1139.07250122
"3343",1117.3262012,1109.17180056,1139.478500975
"3344",1116.9136011,1109.05710086,1139.87880066
"3345",1116.80720218,1109.06520145,1140.22965088
"3346",1116.71080326,1109.2240015,1140.69015137
"3347",1116.90520268,1109.66780155,1141.25555115
"3348",1116.72020268,1110.06500248,1141.83515137
"3349",1116.45600102,1110.43700199,1142.366751105
"3350",1116.42380132,1110.89310307,1142.93660157
"3351",1116.41820318,1111.2426038,1143.508501595
"3352",1116.74480474,1111.62300419,1144.14035157
"3353",1116.94940436,1111.95200444,1144.793501595
"3354",1117.30820318,1112.28360356,1145.47665162
"3355",1117.51820318,1112.52820439,1146.127852185
"3356",1117.6196021,1112.62550419,1146.69510194
"3357",1117.32540044,1112.75340336,1147.26430177
"3358",1116.34379888,1112.76310307,1147.699451305
"3359",1115.34939948,1112.64600346,1148.15890138
"3360",1114.50459968,1112.46980351,1148.541251235
"3361",1113.60679938,1112.32790287,1148.878200695
"3362",1112.44739996,1112.07330326,1149.223250745
"3363",1111.24360114,1111.77140385,1149.546550915
"3364",1110.49760016,1111.71590336,1149.882250985
"3365",1109.68179938,1111.7449036,1150.12830079
"3366",1108.77679938,1111.61510257,1150.288850715
"3367",1107.7577979,1111.49530154,1150.435050665
"3368",1107.0981983,1111.48710208,1150.64980103
"3369",1106.28239996,1111.42800296,1150.7942511
"3370",1105.700398,1111.60710208,1151.074851075
"3371",1105.15939702,1111.90370242,1151.317750855
"3372",1104.58999516,1112.22980227,1151.51455078
"3373",1104.10439458,1112.55820193,1151.73490051
"3374",1103.38699466,1112.84880129,1151.966750485
"3375",1102.86579348,1113.17490114,1152.23559997
"3376",1102.29579348,1113.5656006,1152.519249875
"3377",1101.78079348,1113.96670045,1152.704949335
"3378",1101.2403931,1114.3983008,1152.90774902
"3379",1100.977793,1114.8083008,1153.1743988
"3380",1100.63619388,1115.29420045,1153.376599115
"3381",1100.27979496,1115.76770143,1153.505849605
"3382",1099.94139652,1116.06270143,1153.51474975
"3383",1099.87899662,1116.54570192,1153.599949945
"3384",1099.93799564,1117.06130128,1153.736950065
"3385",1100.02119632,1117.71680177,1153.84340026
"3386",1100.1245972,1118.36000245,1154.051500235
"3387",1100.51339848,1119.05460206,1154.266550285
"3388",1100.70119632,1119.66470093,1154.51299987
"3389",1101.00019778,1120.43490112,1154.70039977
"3390",1100.96859866,1121.18680053,1154.90659972
"3391",1100.90639894,1121.98380126,1155.06534972
"3392",1100.97479982,1122.81940185,1155.316149895
"3393",1101.01739992,1123.57620116,1155.61999999
"3394",1101.20060062,1124.39530151,1155.92135009
"3395",1101.32320072,1125.20100097,1156.25624999
"3396",1101.73719974,1126.14220092,1156.64999999
"3397",1102.43040042,1127.1606018,1157.02255004
"3398",1103.40980228,1128.33240234,1157.485750115
"3399",1104.41800296,1129.54890259,1157.89650024
"3400",1105.36240482,1130.63270264,1158.277900385
"3401",1106.06700442,1131.62050171,1158.59760009
"3402",1106.50120364,1132.56270141,1158.865700065
"3403",1106.95460452,1133.60000121,1159.185549915
"3404",1107.25900394,1134.62950072,1159.521450185
"3405",1107.5382056,1135.73390136,1159.950800775
"3406",1107.63140628,1136.79680175,1160.41305053
"3407",1108.18140628,1138.12520263,1160.95595092
"3408",1109.18240726,1139.62000243,1161.60540099
"3409",1109.94260744,1141.10330321,1162.249650865
"3410",1110.43500734,1142.43210326,1162.80450072
"3411",1111.04900636,1143.69500243,1163.4136505
"3412",1111.69920656,1144.94320312,1164.091400745
"3413",1112.29920656,1146.13260253,1164.7249005
"3414",1112.93420656,1147.21810302,1165.339300525
"3415",1113.80800782,1148.26290282,1165.952200915
"3416",1114.45340576,1149.21370238,1166.456450795
"3417",1115.23280518,1150.13130248,1166.987850945
"3418",1115.87600586,1151.02480223,1167.482401115
"3419",1116.57360596,1151.8425012,1167.977351065
"3420",1117.51380616,1152.72580199,1168.50105163
"3421",1118.64800782,1153.63600218,1168.96680175
"3422",1119.86960938,1154.43140257,1169.44545165
"3423",1121.01200928,1155.10780271,1169.92615172
"3424",1122.31060792,1155.79500242,1170.46330138
"3425",1123.4840088,1156.39010252,1170.996901235
"3426",1124.83540772,1157.01510252,1171.55215087
"3427",1126.15260742,1157.57270139,1172.041100455
"3428",1127.5562085,1158.18190183,1172.541000355
"3429",1128.6388086,1158.68250119,1173.003900135
"3430",1129.95220702,1159.33250119,1173.426199935
"3431",1131.2556079,1160.04280148,1173.79214964
"3432",1132.18400634,1160.73550045,1174.125999125
"3433",1133.21240722,1161.37620114,1174.504749125
"3434",1134.18460692,1162.12320187,1174.862349225
"3435",1135.41240722,1162.93670163,1175.21714903
"3436",1136.5954077,1163.72470212,1175.571848735
"3437",1137.59580564,1164.35910153,1175.95404844
"3438",1138.62820554,1165.10720212,1176.31774839
"3439",1139.86960446,1165.86720212,1176.66059812
"3440",1141.4050024,1166.79300168,1177.15209775
"3441",1143.06120358,1167.81060178,1177.70749753
"3442",1144.66400388,1168.81290159,1178.26799741
"3443",1146.1350024,1169.78520139,1178.866847505
"3444",1147.5900024,1170.70050046,1179.44904721
"3445",1149.07880122,1171.39410031,1180.014647185
"3446",1150.5472021,1172.15630124,1180.54739743
"3447",1151.89080318,1172.84330075,1181.03664731
"3448",1153.2550024,1173.60530026,1181.536796845
"3449",1154.67980222,1174.29650022,1181.99959714
"3450",1155.90300046,1174.98010007,1182.457747165
"3451",1157.173999,1175.77439939,1182.94964719
"3452",1158.62419918,1176.65769895,1183.494747285
"3453",1160.2453979,1177.63499875,1184.056747405
"3454",1161.9999975,1178.66969968,1184.66614743
"3455",1163.92959712,1179.72749998,1185.26879758
"3456",1165.96219722,1180.76469969,1185.929097265
"3457",1168.06899898,1181.77520018,1186.608697485
"3458",1170.0575976,1182.63579954,1187.26379758
"3459",1172.26399898,1183.6717993,1187.926947605
"3460",1174.42919918,1184.61269896,1188.540747655
"3461",1176.3409985,1185.42849852,1189.12394773
"3462",1178.18719968,1186.37319823,1189.802147805
"3463",1179.9659985,1187.32169798,1190.473797585
"3464",1181.50199948,1188.04859861,1191.10739805
"3465",1182.71779782,1188.51169798,1191.632348005
"3466",1183.973999,1188.96259886,1192.164498275
"3467",1185.02979978,1189.37479979,1192.61019835
"3468",1186.1735986,1189.81249998,1193.05884825
"3469",1187.11139644,1190.16049924,1193.501148055
"3470",1187.93779782,1190.54260007,1193.883698105
"3471",1188.62399654,1190.73179929,1194.183997785
"3472",1188.99319576,1190.79929929,1194.441097395
"3473",1189.20359614,1190.91159909,1194.66459715
"3474",1189.27939692,1191.08469968,1194.906047345
"3475",1189.29619624,1191.2962988,1195.116997055
"3476",1189.19479732,1191.47289915,1195.3109973
"3477",1188.99279536,1191.44319822,1195.43219725
"3478",1188.80759516,1191.41719724,1195.614796735
"3479",1188.72619378,1191.5404968,1195.845596295
"3480",1188.71279536,1191.45899778,1196.02599669
"3481",1188.82999506,1191.24399778,1196.27519652
"3482",1189.28699456,1190.96679807,1196.605296615
"3483",1189.53999506,1190.65419797,1196.877446885
"3484",1190.06179682,1190.41259885,1197.20014708
"3485",1190.46099604,1189.96999875,1197.494147325
"3486",1190.85399654,1189.74299802,1197.73689696
"3487",1191.12239742,1189.47849851,1197.9798474
"3488",1191.5861987,1189.36129881,1198.24939757
"3489",1191.86479978,1188.96589842,1198.482097765
"3490",1192.18100096,1188.62639891,1198.685548085
"3491",1192.55999998,1188.14689818,1198.836397695
"3492",1192.9617993,1187.81289794,1198.93614745
"3493",1193.43540038,1187.66379882,1199.123897695
"3494",1193.81099852,1187.44739867,1199.286297595
"3495",1193.7093994,1187.31149901,1199.41824767
"3496",1193.76540038,1187.15779906,1199.55654784
"3497",1193.79579832,1186.88449828,1199.647597645
"3498",1193.95559812,1186.63909789,1199.76909789
"3499",1193.91319822,1186.24409789,1199.88454833
"3500",1194.05719968,1185.92309813,1200.00199828
"3501",1194.37479978,1185.57469847,1200.10334838
"3502",1194.69119872,1185.16869872,1200.112048335
"3503",1195.0245996,1184.77109862,1200.04224853
"3504",1195.33940186,1184.41339965,1199.97389892
"3505",1195.52540284,1184.16770019,1199.859898675
"3506",1195.56720216,1184.02929931,1199.75964843
"3507",1195.48140138,1183.78669921,1199.580348505
"3508",1195.21400148,1183.59079955,1199.39729858
"3509",1195.07959962,1183.39599852,1199.262398065
"3510",1194.79619874,1183.17689818,1199.153297725
"3511",1194.51599854,1183.13229857,1199.03359802
"3512",1194.55919678,1183.23959837,1199.072147825
"3513",1194.67739746,1183.31719847,1199.04244812
"3514",1194.59519774,1183.46049803,1199.000947875
"3515",1194.30559814,1183.64149901,1199.066898195
"3516",1193.95119872,1183.69919921,1199.09834839
"3517",1193.7197998,1183.84439941,1199.140298465
"3518",1193.45140136,1183.94,1199.09629883
"3519",1193.20960204,1184.11220093,1199.201099245
"3520",1193.14740232,1184.27630127,1199.313549195
"3521",1192.83960204,1184.29760132,1199.347449345
"3522",1192.60540282,1184.45950073,1199.49809937
"3523",1192.61960204,1184.74450073,1199.720748905
"3524",1192.89000244,1185.13160034,1199.982099005
"3525",1193.29640136,1185.60369995,1200.2773993
"3526",1193.75100098,1186.08919922,1200.52829896
"3527",1193.89360108,1186.50949952,1200.76119935
"3528",1194.02679932,1186.90009888,1201.04324891
"3529",1194.35479982,1187.32529908,1201.36004884
"3530",1194.2052002,1187.51989868,1201.62249879
"3531",1193.6580005,1187.5414978,1201.82049867
"3532",1192.64660158,1187.5164978,1202.01059877
"3533",1191.76840088,1187.63329711,1202.27514894
"3534",1190.76340088,1187.60149658,1202.501348895
"3535",1189.47900146,1187.49759643,1202.76699892
"3536",1188.6319995,1187.41899535,1203.061648575
"3537",1187.8345996,1187.54899535,1203.42974855
"3538",1187.13639892,1187.52829466,1203.7859485
"3539",1186.06699706,1187.45399412,1204.04674806
"3540",1185.07179686,1187.51119382,1204.303447885
"3541",1183.73379638,1187.60439328,1204.50024781
"3542",1182.66399658,1187.72309323,1204.7718982
"3543",1181.89219726,1187.94849362,1205.09354798
"3544",1181.08379882,1188.19759396,1205.39604798
"3545",1180.91359862,1188.63519406,1205.793747565
"3546",1180.55019774,1188.93849362,1206.126597295
"3547",1179.97319824,1189.22999387,1206.40479737
"3548",1179.32259766,1189.46829343,1206.64479737
"3549",1178.57499756,1189.70269406,1206.92894776
"3550",1177.78899658,1189.93539426,1207.21404786
"3551",1176.77459716,1190.12489499,1207.52734803
"3552",1175.64619872,1190.33179562,1207.82969788
"3553",1174.51759764,1190.47849606,1208.055697635
"3554",1173.48739744,1190.66259518,1208.22874756
"3555",1172.80999754,1190.81009518,1208.429697265
"3556",1172.49139646,1191.09349484,1208.70859741
"3557",1172.09199704,1191.44219479,1209.002947385
"3558",1171.96759762,1191.89179562,1209.345847775
"3559",1171.71239742,1192.18209591,1209.59439819
"3560",1171.55759762,1192.46879635,1209.89649841
"3561",1171.7485986,1192.81939694,1210.2282489
"3562",1171.91999996,1193.23109738,1210.51864929
"3563",1171.95699948,1193.62589719,1210.914399415
"3564",1172.32579832,1194.16619749,1211.362799075
"3565",1172.97739988,1194.75299803,1211.87164917
"3566",1173.4471997,1195.36639769,1212.43624878
"3567",1173.96899902,1195.84559691,1213.02989868
"3568",1174.42859864,1196.30519652,1213.60694824
"3569",1175.01479982,1196.84179687,1214.251048585
"3570",1175.40520022,1197.22479614,1214.77429871
"3571",1175.7556006,1197.63619628,1215.309398805
"3572",1176.31359864,1198.0828955,1215.859448855
"3573",1176.86939942,1198.41759521,1216.36849915
"3574",1177.37319824,1198.72739501,1216.88674927
"3575",1177.91099854,1198.93769531,1217.27384949
"3576",1178.42739746,1199.14909545,1217.637249145
"3577",1179.12539796,1199.42119628,1218.065549315
"3578",1179.77339844,1199.81239623,1218.48289978
"3579",1180.29579834,1200.15069579,1218.91324951
"3580",1180.83459716,1200.5929956,1219.46289917
"3581",1181.4249951,1201.30639526,1220.07859863
"3582",1182.38639402,1202.24379516,1220.765898435
"3583",1183.49819334,1203.1006958,1221.44829834
"3584",1184.43959228,1203.98769531,1222.038598025
"3585",1185.5161914,1205.0182959,1222.67124817
"3586",1186.2059912,1205.7307959,1223.196598515
"3587",1187.2633911,1206.48119629,1223.709898685
"3588",1187.9201904,1207.13749633,1224.227648925
"3589",1188.84099118,1207.99829711,1224.78739929
"3590",1189.95059078,1208.74469726,1225.340449215
"3591",1191.47499018,1209.52589721,1225.938649285
"3592",1192.78218988,1210.05939696,1226.53204955
"3593",1194.00478998,1210.58399657,1227.12124938
"3594",1195.3113891,1211.12519652,1227.762299185
"3595",1196.3567895,1211.52499633,1228.320249015
"3596",1197.3267895,1211.95529662,1228.872249135
"3597",1198.4867895,1212.41069701,1229.478849475
"3598",1199.6139892,1212.89909789,1230.02359984
"3599",1200.83039056,1213.52499877,1230.639650255
"3600",1202.08179194,1214.08089843,1231.254700305
"3601",1203.47519282,1214.63199829,1231.86120055
"3602",1205.01739252,1215.05539795,1232.547150255
"3603",1206.43939448,1215.31339844,1233.164400625
"3604",1207.83779292,1215.53439819,1233.73155028
"3605",1208.81019282,1215.55209716,1234.195050035
"3606",1209.69559322,1215.48999755,1234.61905028
"3607",1210.79239254,1215.3739978,1235.06499999
"3608",1211.81599362,1215.20379761,1235.456849965
"3609",1212.6517944,1215.12879761,1235.893600455
"3610",1213.37999508,1215.12969727,1236.36420043
"3611",1213.89019528,1214.93489747,1236.863500355
"3612",1214.5421948,1214.90469728,1237.38470031
"3613",1215.2947949,1214.76769777,1237.95385009
"3614",1216.00659666,1214.54139772,1238.479000235
"3615",1216.52859618,1214.49229738,1238.98294982
"3616",1217.28559568,1214.49749757,1239.48899962
"3617",1217.7221948,1214.43619752,1240.026649765
"3618",1218.1817944,1214.25259766,1240.548699935
"3619",1218.66879392,1214.28999756,1241.09009947
"3620",1219.04439206,1214.35079712,1241.593499125
"3621",1219.51679196,1214.39729737,1242.0690991
"3622",1219.85219236,1214.53669801,1242.579449445
"3623",1219.965791,1214.69699708,1243.061149275
"3624",1220.08159178,1214.83259767,1243.50259947
"3625",1219.96439208,1214.95109865,1243.93684996
"3626",1219.87079344,1214.9673987,1244.381700425
"3627",1219.7169946,1215.01289918,1244.85900084
"3628",1219.85139402,1215.18639894,1245.33615111
"3629",1220.00559324,1215.3947986,1245.744251085
"3630",1220.35139404,1215.7250989,1246.22370116
"3631",1221.18779542,1216.09949954,1246.69870116
"3632",1222.1011963,1216.50469974,1247.18585143
"3633",1222.70319826,1216.91700077,1247.623601675
"3634",1223.53579834,1217.40120121,1248.051001575
"3635",1224.5204004,1218.03640141,1248.63075194
"3636",1225.2556006,1218.7043018,1249.208202505
"3637",1225.69900148,1219.31050175,1249.74055236
"3638",1226.35480226,1220.04360234,1250.3222528
"3639",1227.15560304,1220.639502,1250.87345275
"3640",1227.53880374,1221.09570195,1251.322852775
"3641",1227.57680424,1221.39610234,1251.75270324
"3642",1227.33660404,1221.82070317,1252.19025329
"3643",1227.16320316,1222.23860234,1252.62685302
"3644",1226.93900394,1222.594502,1253.020302725
"3645",1226.69320316,1222.95230107,1253.44675231
"3646",1226.58380374,1223.31470097,1253.88170226
"3647",1226.33460452,1223.57960087,1254.29620238
"3648",1226.18420658,1223.82130131,1254.749002675
"3649",1226.21960698,1224.15520146,1255.23710265
"3650",1226.08000492,1224.49270146,1255.694402455
"3651",1225.78880376,1224.92980107,1256.16350219
"3652",1225.09340338,1225.32760014,1256.53730224
"3653",1224.1874024,1225.63289921,1256.809551995
"3654",1223.23100346,1225.79489994,1257.06345214
"3655",1222.2940015,1226.04929935,1257.35295165
"3656",1221.28440188,1226.32369998,1257.5278015
"3657",1219.95560306,1226.56369998,1257.61625182
"3658",1218.5916016,1226.79989993,1257.72620177
"3659",1217.60580082,1227.00670047,1257.857251575
"3660",1216.87939946,1227.32420047,1258.008051135
"3661",1215.97959966,1227.63710086,1258.18525084
"3662",1215.26719976,1227.8062012,1258.39275084
"3663",1214.24060064,1228.20290164,1258.647900985
"3664",1213.07619878,1228.55940066,1258.758200665
"3665",1212.45599858,1228.99030031,1258.95670042
"3666",1211.70939946,1229.50609987,1259.21590025
"3667",1211.15020024,1230.21420045,1259.560300275
"3668",1210.32340092,1230.90869996,1259.78555052
"3669",1209.9112012,1231.6603003,1260.0097003
"3670",1209.65720218,1232.32380128,1260.191900615
"3671",1209.27780278,1232.98260133,1260.372900985
"3672",1209.22120366,1233.63600221,1260.5464514
"3673",1209.42820316,1234.31940309,1260.685701275
"3674",1209.58360356,1235.04610353,1260.742301005
"3675",1209.93780522,1235.61000367,1260.86700132
"3676",1210.06400396,1236.12540284,1261.086401345
"3677",1210.30880376,1236.70990235,1261.30205137
"3678",1210.52140386,1237.15340333,1261.401051615
"3679",1210.78400396,1237.67580323,1261.49370176
"3680",1211.09880376,1238.33280274,1261.664601415
"3681",1211.01120366,1238.850802,1261.72565122
"3682",1210.90820318,1239.28800171,1261.766351295
"3683",1211.13080328,1239.79590088,1261.86080137
"3684",1211.26660408,1240.08950074,1261.849401225
"3685",1211.55240242,1240.32420044,1261.87660093
"3686",1212.153003,1240.66240113,1262.08495115
"3687",1212.92200202,1240.93860108,1262.300150735
"3688",1213.73240242,1241.31780152,1262.56245054
"3689",1214.12340096,1241.57650147,1262.72745054
"3690",1214.65260016,1241.93620117,1262.94275022
"3691",1215.21540044,1242.35140136,1263.16345029
"3692",1216.3048023,1243.00470214,1263.449150365
"3693",1217.31400152,1243.65850219,1263.73820066
"3694",1218.25000006,1244.39940185,1263.954750345
"3695",1219.21139898,1245.1155017,1264.088000465
"3696",1220.0455982,1245.78920165,1264.19070005
"3697",1220.82459722,1246.54700194,1264.278699925
"3698",1221.45839604,1247.14810179,1264.32459958
"3699",1222.09079594,1247.75430174,1264.47959958
"3700",1222.905398,1248.42850218,1264.59174985
"3701",1224.07079838,1249.09040281,1264.72085019
"3702",1225.5617969,1250.03890256,1265.043450285
"3703",1227.07839602,1251.01540281,1265.43040036
"3704",1228.35879642,1251.92870237,1265.79290036
"3705",1229.8045972,1252.83800291,1266.172250335
"3706",1231.36299808,1253.74810301,1266.640650605
"3707",1233.1717969,1254.75600218,1267.135550505
"3708",1235.00819826,1255.70990232,1267.605950895
"3709",1236.40760012,1256.6584033,1268.060151335
"3710",1237.76900148,1257.59870359,1268.511001555
"3711",1239.29460206,1258.79210324,1269.017101405
"3712",1240.34520264,1259.86470334,1269.417151455
"3713",1242.16520264,1261.14000241,1269.88555111
"3714",1244.04260254,1262.41660275,1270.317351035
"3715",1245.52460204,1263.47360226,1270.679501305
"3716",1247.30280028,1264.48050167,1271.03050106
"3717",1249.27820066,1265.61710201,1271.41465084
"3718",1251.493999,1266.84480221,1271.9480505
"3719",1253.4093994,1267.89020138,1272.4331506
"3720",1254.99040038,1268.83620113,1272.88550045
"3721",1256.68739988,1269.74090083,1273.383200645
"3722",1258.05080076,1270.62220088,1273.797000695
"3723",1259.21060302,1271.42530147,1274.19140072
"3724",1260.5086035,1272.17260127,1274.555650595
"3725",1261.28220212,1272.92260127,1274.921900595
"3726",1262.18680172,1273.79600215,1275.304400595
"3727",1263.11100094,1274.7051025,1275.71005062
"3728",1263.7854028,1275.48590328,1276.07665096
"3729",1264.5676025,1276.09370357,1276.42990108
"3730",1265.56680172,1276.72230342,1276.78020076
